Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
93494,Liahona Academy For Youth dba Liahona Treatment Center West Campus,"385 W 600 N, Hurricane, UT, 84737",2022-05-01,2026-04-30,False,2025-08-19,2nd Unannounced,None,2025-04-14,"Unannounced, Annual Inspection",None,2025-02-24,Non On-Site Inspection,None,2025-02-06,"Announced, Annual Inspection",None,2025-02-06,Follow-Up Inspection,None,2024-11-07,Non On-Site Inspection,None,2024-10-31,3rd Unannounced,None,2024-07-15,2nd Unannounced,None,2024-04-25,"Unannounced, Annual Inspection",None,2024-03-07,"Announced, Annual Inspection",None,2024-01-04,2nd Unannounced,None,2023-08-16,"Unannounced, Annual Inspection",None,2023-07-27,Investigation Inspection,None,2023-07-27,Investigation Inspection,None,2023-04-27,"Follow-Up Inspection, Non On-Site Inspection",None,2023-04-11,"Announced, Annual Inspection",None,2023-02-28,Follow-Up Inspection,None,2023-02-10,2nd Unannounced,None,,,,,,
93503,"Live For Life dba Live For Life Cypress, LLC","3023 N Bronzwood Dr, Erda, UT, 84074",2021-12-01,2025-11-30,False,2025-09-02,3rd Unannounced,None,2025-06-25,2nd Unannounced,None,2025-03-20,"Investigation Inspection, Non On-Site Inspection","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 03/14/2025 and was not reported until 03/20/2025. 
This was a repeat noncompliance as noted on 09/11/2024....",2025-03-13,"Unannounced, Annual Inspection",None,2024-11-04,Follow-Up Inspection,None,2024-10-24,"Announced, Annual Inspection",None,2024-09-24,Investigation Inspection,None,2024-08-15,Investigation Inspection,None,2024-08-06,3rd Unannounced,None,2024-06-28,2nd Unannounced,None,2024-02-27,"Unannounced, Annual Inspection",None,2023-11-03,Non On-Site Inspection,None,2023-10-26,"Announced, Annual Inspection",None,2023-08-08,3rd Unannounced,None,2023-05-02,2nd Unannounced,None,2023-03-13,Non On-Site Inspection,None,2023-03-07,"Unannounced, Annual Inspection",None,2022-11-30,Non On-Site Inspection,None,2022-11-18,"Announced, Annual Inspection",None,,,
93496,"Live For Life dba Live For Life Sequoia, LLC","8783 S 2240 W, West Jordan, UT, 84088",2021-12-01,2025-11-30,False,2025-09-25,3rd Unannounced,None,2025-06-23,2nd Unannounced,None,2025-03-27,"Unannounced, Annual Inspection",None,2025-01-21,Investigation Inspection,None,2024-12-24,Investigation Inspection,None,2024-10-24,"Announced, Annual Inspection",None,2024-08-13,"Follow-Up Inspection, Non On-Site Inspection",None,2024-08-06,3rd Unannounced,None,2024-07-18,"Focus, Non On-Site","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 07/15/2024 and was not reported until 0717/2024.
This rule previously was out of compliance on the following dates: 07/21/2023, 08/10/2023, 09/19/2023, and 07/16/2024.
This is a repeat noncompliance....",2024-07-16,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 07/11/2024 and was not reported until 07/15/2024...,2024-05-01,2nd Unannounced,None,2024-04-04,Investigation Inspection,None,2024-03-08,"Unannounced, Annual Inspection",None,2024-01-22,Investigation Inspection,None,2023-12-01,Investigation Inspection,None,2023-12-01,Investigation Inspection,None,2023-10-26,"Announced, Annual Inspection",None,2023-10-05,Follow-Up Inspection,None,2023-09-19,Investigation Inspection,None,2023-08-08,3rd Unannounced,None
93521,Logan River Academy LLC dba Logan River Academy,"1683 S Highway 89/91, Logan, UT, 84321",2022-10-01,2026-09-30,False,2025-08-04,"Announced, Annual Inspection",None,2025-04-21,3rd Unannounced,None,2025-03-07,Investigation Inspection,None,2025-02-28,Investigation Inspection,None,2025-02-14,Non On-Site Inspection,None,2025-01-28,2nd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having all client restrooms stocked with toilet paper. During the inspection, two girls' dorms bathrooms did not have toilet paper. This rule non-compliance is a repeat non-compliance....",2025-01-02,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by failing to maintain a staff to client ratio of 1 staff to 4 clients. During game room time, 1 staff member took 8 clients to the game room in a different building from other staff members. A fight broke out leaving 1 staff member to handle the situation alone for a time....",2024-10-31,"Unannounced, Annual Inspection",None,2024-08-30,Non On-Site Inspection,None,2024-07-30,"Announced, Annual Inspection",None,2024-05-12,Non On-Site Inspection,None,2024-04-23,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having electrical systems in operating order. During the inspection, the licensor observed a lightbulb was burnt out in one of the bedrooms, making half of the bedroom dark. This rule non-compliance is a repeat non-compliance....",2024-02-08,Non On-Site Inspection,None,2024-01-25,Investigation Inspection,None,2024-01-23,2nd Unannounced,None,2023-12-06,Investigation Inspection,None,2023-11-21,"Follow-Up Inspection, Unannounced, Annual Inspection",None,2023-11-15,Non On-Site Inspection,None,2023-10-24,Investigation Inspection,None,2023-09-12,Non On-Site Inspection,None
93522,"Magellan Academy, Inc dba Vila Real - Girls","706 N Whitehorse Dr, Spanish Fork, UT, 84660",2022-09-01,2026-08-31,False,2025-07-17,"Announced, Annual Inspection",None,2025-07-17,"Announced, Annual Inspection",None,2025-05-08,3rd Unannounced,None,2025-02-05,2nd Unannounced,None,2024-10-16,"Unannounced, Annual Inspection",None,2024-08-13,Non On-Site Inspection,None,2024-08-12,"Announced, Annual Inspection",None,2024-06-28,2nd Unannounced,None,2024-03-08,"Unannounced, Annual Inspection",None,2024-03-05,"Complaint, Investigation Inspection","R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by not ensuring the clients were free from potential harm and acts of violence. During the inspection, multiple interviews disclosed that 3 staff members allowed some clients to participate in “Fight Club” where clients are allowed to engage in physical fighting in the presence of the other clients....",2023-08-22,"Announced, Annual Inspection",None,2023-05-08,2nd Unannounced,None,2023-02-14,"Unannounced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,
93524,"Maple Lake Academy, LLC dba Boy's Home","6612 S 3200 W, Spanish Fork, UT, 84660",2022-07-01,2026-07-31,False,2025-09-10,"Unannounced, Annual Inspection",None,2025-07-07,"Follow-Up Inspection, Non On-Site Inspection",None,2025-06-25,"Announced, Annual Inspection",None,2025-05-28,Investigation Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The licensee was out of compliance with R380-80-5(4) by failing to protect clients from actions that may compromise the health & safety of clients.  During the inspection, the investigator identified that a former staff member had yelled at clients and thrown a chair in the classroom with clients present....",2025-03-04,2nd Unannounced,None,2024-11-26,"Unannounced, Annual Inspection",None,2024-07-09,"Announced, Annual Inspection",None,2024-05-30,3rd Unannounced,None,2024-03-19,2nd Unannounced,None,2024-02-26,Follow-Up Inspection,None,2024-02-13,Follow-Up Inspection,None,2024-02-13,Non On-Site Inspection,None,2023-09-27,Non On-Site Inspection,None,2023-09-26,Investigation Inspection,None,2023-09-26,Investigation Inspection,None,2023-09-25,"Unannounced, Annual Inspection",None,2023-09-20,Non On-Site Inspection,None,2023-06-01,"Announced, Annual Inspection",None,2023-06-01,Non On-Site Inspection,None,2023-05-01,Investigation Inspection,None
99506,Maple Mountain Recovery (Mapleton),"727 East 1100 South, Mapleton, UT, 84664",2022-05-01,2026-04-30,False,2025-06-12,Investigation Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider is out of compliance with rule R380-80-5(4) by the provider failing to protect the client from any action that may compromise the health of the client. While reviewing documentation, the investigator observed that the staff admitted to law enforcement that they had administered ketamine, outside of treatment. This therapist is not certified to administer ketamine. The therapist admitted that this had happened at a hotel. Furthermore, the staff admitted to self harming in front of the client.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The provider is out of compliance with rule R380-80-6(1)(e) by the staff acting in a way that failed to keep the client free from exploitation. While reviewing documentation, the investigator observed in the police report that the staff admitted they had engaged in sexual conduct with the client during their time as the client’s therapist....",2025-04-29,"Follow-Up Inspection, Non On-Site Inspection",None,2025-04-24,Follow-Up Inspection,"R501-1-16(2)(a)-(q): Program policy and training... | Finding: The Licensee was out of compliance with R501-1-16(2)(a),(h) by not ensuring that each employee completed required training each year.  During the inspection, two employees had not completed annual program policies for harassment training, and one employee had not completed firearms training each year. This was a repeat noncompliance as noted on 03/27/2025....",2025-03-27,"Announced, Annual Inspection","R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised for the entirety of their supervised employment term before receiving a clearance determination. During the inspection, one employee did not have an eligible clearance determination and there was no documentation of how the employee would remain supervised.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised for the entirety of their supervised employment term before receiving a clearance determination. During the inspection, one employee did not have an eligible clearance determination and there was no documentation of how the employee would remain supervised.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised for the entirety of their supervised employment term before receiving a clearance determination. During the inspection, one employee did not have an eligible clearance determination and there was no documentation of how the employee would remain supervised.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised for the entirety of their supervised employment term before receiving a clearance determination. During the inspection, one employee did not have an eligible clearance determination and there was no documentation of how the employee would remain supervised.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised for the entirety of their supervised employment term before receiving a clearance determination. During the inspection, one employee did not have an eligible clearance determination and there was no documentation of how the employee would remain supervised....",2024-04-30,Non On-Site Inspection,None,2024-04-22,"Announced, Annual Inspection",None,2023-04-25,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98834,"Mountain Valley Recovery, LLC dba Mountain Valley Ranch","86 N 100 W, Holden, UT, 84636",2022-10-01,2026-09-30,False,2025-09-04,"Follow-Up Inspection, Non On-Site Inspection",None,2025-08-14,"Investigation Inspection, Non On-Site Inspection",None,2025-08-14,"Investigation Inspection, Non On-Site Inspection",None,2025-08-04,"Announced, Annual Inspection, Pre-Inspection",None,2024-08-22,"Announced, Annual Inspection",None,2024-07-19,Non On-Site Inspection,"R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by failing to report a critical incident to the Office within one business day. During an off-site inspection, the Office reviewed an incident that occurred on 7/17/2024 and was submitted to the Office by the provider on 7/19/2024. This is a repeat Non-Compliance....",2023-08-10,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101496,My Aunties' House,"718 South 600 East, Salt Lake City, UT, 84102",2023-08-30,2026-08-31,False,2025-07-11,"Follow-Up Inspection, Non On-Site Inspection",None,2025-06-18,"Announced, Annual Inspection",None,2024-06-20,"Announced, Annual Inspection",None,2023-08-18,Pre-Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93527,New Beginnings Behavioral Health,"217 E Scenic Peak Cove, Draper, UT, 84020",2022-01-01,2025-12-31,False,2025-07-10,"3rd Unannounced, Follow-Up Inspection",None,2025-06-11,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The licensee was out of compliance with R501-19-3(3)(c) by failing to maintain a staff-to-client ratio of one staff to every four clients.  In the facility on 6/10/2025, 2 staff members were left to supervise 11 clients while another staff took 1 client to the Emergency Room. 
This is a repeat noncompliance as noted on 6/21/2024 & 9/26/2024.... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The licensee was out of compliance with R501-19-3(3)(a) by failing to provide direct supervision that meets supervision requirements. In the facility on 5/24/2025, two clients went AWOL without the provider's awareness.  
This is a repeat noncompliance as noted on 3/13/2024....",2025-05-30,"2nd Unannounced, Follow-Up Inspection",R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not providing direct supervision for an employee that did not have a cleared background screening from the Office. During the inspection it was reported that the employee without a cleared background screening worked the previous day without supervision.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not providing direct supervision for an employee that did not have a cleared background screening from the Office. During the inspection it was reported that the employee without a cleared background screening worked the previous day without supervision.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not providing direct supervision for an employee that did not have a cleared background screening from the Office. During the inspection it was reported that the employee without a cleared background screening worked the previous day without supervision.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not providing direct supervision for an employee that did not have a cleared background screening from the Office. During the inspection it was reported that the employee without a cleared background screening worked the previous day without supervision.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(a) by not completing the initial screening for an employee that did not have an eligible background screening. During the inspection an employee that had been employed longer than two weeks was not enrolled in the online State’s background screening system.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(a)by not completing the initial screening for an employee that did not have an eligible background screening. During the inspection an employee that had been employed longer than two weeks was not enrolled in the online State’s background screening system....,2025-04-11,Investigation Inspection,None,2025-03-28,"Complaint, Investigation Inspection","R380-80-5(5): Provider shall refrain from corporal punishment and use restrain as intervention... | Finding: The Licensee was out of compliance with rule R380-80-5(5), by a staff member using corporal punishment in forcing clients to do push-ups.  During the inspection, client interviews were consistent that a staff forced clients to do push-ups on multiple nights as a form of punishment.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The Licensee was out of compliance with rule R501-1-15(4), by allowing a staff member to work unsupervised before they had an approved background check.  During the inspection, client interviews were consistent that the staff worked night shifts directly with the clients without supervision.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The Licensee was out of compliance with rule R380-80-6(1)(b), by a staff member not treating clients with dignity and respect by making inappropriate comments and to multiple clients.  During the inspection, client interviews were consistent in the staff’s treatment of the clients....",2025-03-28,Follow-Up Inspection,None,2025-03-20,"Unannounced, Annual Inspection","R501-1-16(2)(a)-(q): Program policy and training... | Finding: This Licensee was out of compliance with R501-1-16(2)(a) by failing to renew a staff on their behavior management system training annually. During the inspection it was determined that staff had not been trained in Crisis Protection Institute’s behavior management system this year. This is a repeat noncompliance from 8/02/2024 and 1/22/2025.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The Licensee was out of compliance with R380-80-5(4) by having staff that were not certified in the program’s Behavior management system engage in the client restraints. During the inspection it was reported that on March 19, 2025, untrained staff had conducted a restraint on a client that was at risk to themselves or others.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The Licensee was out of compliance with R380-80-5(4) by having staff that were not certified in the program’s Behavior management system engage in the client restraints. During the inspection a review was conducted of critical incidents and on February 18, 2025, untrained staff had conducted restraints to manage clients that were a risk to themselves or others.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The Licensee was out of compliance with R380-80-5(4) by having staff that were not certified in the program’s Behavior management system engage in the client restraints. During the inspection it was reported that on March 19, 2025, untrained staff had conducted a restraint on a client that was at risk to themselves or others.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The Licensee was out of compliance with R380-80-5(4) by having staff that were not certified in the program’s Behavior management system engage in the client restraints. During the inspection it was reported that on March 19, 2025, untrained staff had conducted a restraint on a client that was at risk to themselves or others....",2025-01-22,Non On-Site Inspection,None,2024-12-30,Investigation Inspection,None,2024-12-18,"Announced, Annual Inspection",None,2024-12-16,Investigation Inspection,None,2024-11-15,Follow-Up Inspection,None,2024-09-26,Non On-Site Inspection,None,2024-08-29,3rd Unannounced,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by not having two direct care staff on duty and by being out of one to four ratio with staff to clients. At the facility during interviews with staff and clients it was reported that one week ago on a Sunday only one staff was at the facility during the day shift. This is a repeat non-compliance.... | R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by having a non-functioning toilet and ventilation fan in room three. At the facility, during the walkthrough the toile and ventilation fan in room three did not work. The is a repeat non-compliance....",2024-08-02,Non On-Site Inspection,None,2024-06-21,2nd Unannounced,None,2024-04-12,Investigation Inspection,None,2024-03-19,Investigation Inspection,None,2024-03-13,Investigation Inspection,None,2024-03-13,Investigation Inspection,None
